SMILES,pIC50
CC1=CN(CCCNC2=CC=CC=C2C3=CC=C(F)C=C3)C=N1,6.928117993
CC1=CN=CN1CCCNC2=NC3=C(C=C(OC)C(OC)=C3)S2,6.522878745
CC1=CN=CN1CCCNC2=NC3=C(C=C(OC)C(OC)=C3)N2,6.958607315
CC1=CN=CN1CCC2=CSC(NC3=CC(OC)=C(OC)C=C3)=N2,6.494850022
CC1=CN=CN1CCC2=NN=C(NC3=CC(OC)=C(OC)C=C3)O2,6.37675071
CC1=CN=CN1CCCN[C@@H](CC2=CC=CC=C2)C(N[C@@H](C)C(OC)=O)=O,6.193820026
CC1=CN=CN1CCCN[C@@H](CC2=CC=CC=C2)C(N[C@@H](C)C(N)=O)=O,6.346787486
CSC(O1)=NN=C1C2=CC=C3C(N=CN3)=C2,4.605548319
CCSC(O1)=NN=C1C2=CC=C3C(N=CN3)=C2,4.832682665
CCCCCCCCSC(O1)=NN=C1C2=CC=C3C(N=CN3)=C2,4.823908741
C=CCSC(O1)=NN=C1C2=CC=C3C(N=CN3)=C2,5.140861703
C12=CC(C3=NN=C(SCC4=CC=CC=C4)O3)=CC=C1NC=N2,5.372634143
C12=CC(C3=NN=C(SCC4=CC=C(C=CC=C5)C5=C4)O3)=CC=C1NC=N2,5.061980903
C12=CC(C3=NN=C(SCCC4=CC=CC=C4)O3)=CC=C1NC=N2,5.139063379
C12=CC(C3=NN=C(SCCCC4=CC=CC=C4)O3)=CC=C1NC=N2,5.121478204
C12=CC(C3=NN=C(NCC4=CC=CC=C4)O3)=CC=C1NC=N2,4.550830268
C12=CC(C3=NN=C(CCC4=CC=CC=C4)O3)=CC=C1NC=N2,5.402304814
C12=CC(C3=NN=C(COC4=CC=CC=C4)O3)=CC=C1NC=N2,5.368556231
